inventory_id,store_id,product_id,record_date,stock_qty,reorder_level,stock_status,supplier_lead_days
INV006397,STR008,PRD0002,2023-05-14,153,34,In Stock,9
INV006398,STR039,PRD0012,2023-12-18,177,10,In Stock,9
INV006399,STR043,PRD0024,2023-04-13,1,50,Low Stock,5
INV006400,STR015,PRD0033,2023-02-14,102,19,In Stock,16
INV006401,STR019,PRD0020,2023-01-30,184,40,In Stock,17
INV006402,STR033,PRD0050,2023-02-09,165,34,In Stock,23
INV006403,STR034,PRD0015,2023-09-10,179,9,In Stock,10
INV006404,STR046,PRD0014,2023-05-17,112,46,In Stock,25
INV006405,STR035,PRD0019,2023-09-24,123,47,In Stock,7
INV006406,STR013,PRD0028,2023-08-23,98,27,In Stock,10
INV006407,STR028,PRD0024,2023-04-14,96,50,In Stock,13
INV006408,STR014,PRD0009,2023-03-02,160,42,In Stock,14
INV006409,STR020,PRD0052,2023-06-23,19,11,In Stock,9
INV006410,STR027,PRD0035,2023-02-18,98,39,In Stock,19
INV006411,STR009,PRD0026,2023-02-04,32,14,In Stock,9
INV006412,STR037,PRD0027,2023-06-24,195,7,In Stock,4
INV006413,STR024,PRD0043,2023-08-24,125,29,In Stock,10
INV006414,STR043,PRD0015,2023-01-18,42,9,In Stock,15
INV006415,STR025,PRD0023,2023-07-22,87,26,In Stock,11
INV006416,STR003,PRD0056,2023-01-23,14,44,Low Stock,9
INV006417,STR046,PRD0029,2023-08-10,21,20,In Stock,16
INV006418,STR030,PRD0055,2023-07-10,180,40,In Stock,19
INV006419,STR030,PRD0044,2023-10-02,115,24,In Stock,23
INV006420,STR030,PRD0015,2023-08-01,169,9,In Stock,24
INV006421,STR006,PRD0008,2023-06-24,19,8,In Stock,30
INV006422,STR031,PRD0050,2023-01-10,165,34,In Stock,20
INV006423,STR002,PRD0050,2023-07-25,165,34,In Stock,3
INV006424,STR050,PRD0008,2023-01-15,47,8,In Stock,3
INV006425,STR006,PRD0040,2023-06-03,187,47,In Stock,5
INV006426,STR038,PRD0048,2023-08-29,180,20,In Stock,16
INV006427,STR020,PRD0055,2023-04-02,11,40,Low Stock,28
INV006428,STR004,PRD0023,2023-06-05,165,26,In Stock,16
INV006429,STR017,PRD0040,2023-09-14,104,47,In Stock,4
INV006430,STR033,PRD0056,2023-04-08,125,44,In Stock,14
INV006431,STR023,PRD0036,2023-11-19,155,16,In Stock,12
INV006432,STR023,PRD0007,2023-04-09,153,40,In Stock,9
INV006433,STR038,PRD0012,2023-11-07,56,10,In Stock,24
INV006434,STR014,PRD0051,2023-06-18,104,30,In Stock,13
INV006435,STR045,PRD0049,2023-03-07,120,7,In Stock,10
INV006436,STR038,PRD0024,2023-03-03,160,50,In Stock,24
INV006437,STR033,PRD0022,2023-03-17,5,8,Low Stock,27
INV006438,STR012,PRD0059,2023-02-02,106,9,In Stock,19
INV006439,STR021,PRD0041,2023-01-30,187,24,In Stock,24
INV006440,STR008,PRD0004,2023-08-09,82,5,In Stock,5
INV006441,STR015,PRD0031,2023-12-09,89,11,In Stock,9
INV006442,STR007,PRD0028,2023-12-25,87,27,In Stock,8
INV006443,STR026,PRD0026,2023-09-11,27,14,In Stock,18
INV006444,STR031,PRD0005,2023-06-18,104,18,In Stock,19
INV006445,STR004,PRD0011,2023-09-16,175,12,In Stock,8
INV006446,STR015,PRD0014,2023-02-08,32,46,Low Stock,28
INV006447,STR008,PRD0030,2023-04-02,160,26,In Stock,21
INV006448,STR028,PRD0013,2023-12-16,181,50,In Stock,29
INV006449,STR019,PRD0021,2023-08-21,108,26,In Stock,22
INV006450,STR043,PRD0023,2023-04-04,161,26,In Stock,6
INV006451,STR010,PRD0009,2023-09-29,175,42,In Stock,20
INV006452,STR020,PRD0008,2023-03-27,5,8,Low Stock,8
INV006453,STR006,PRD0008,2023-03-01,19,8,In Stock,13
INV006454,STR001,PRD0042,2023-12-11,109,49,In Stock,16
INV006455,STR011,PRD0023,2023-04-27,80,26,In Stock,11
INV006456,STR039,PRD0049,2023-09-17,145,7,In Stock,12
INV006457,STR037,PRD0001,2023-07-22,200,17,In Stock,24
INV006458,STR007,PRD0029,2023-01-09,132,20,In Stock,11
INV006459,STR013,PRD0016,2023-06-11,37,11,In Stock,16
INV006460,STR022,PRD0052,2023-06-13,29,11,In Stock,26
INV006461,STR029,PRD0048,2023-11-13,100,20,In Stock,25
INV006462,STR030,PRD0041,2023-03-01,195,24,In Stock,19
INV006463,STR040,PRD0029,2023-12-21,23,20,In Stock,20
INV006464,STR004,PRD0002,2023-05-19,59,34,In Stock,22
INV006465,STR023,PRD0017,2023-10-13,29,27,In Stock,24
INV006466,STR031,PRD0031,2023-03-27,186,11,In Stock,14
INV006467,STR039,PRD0057,2023-07-23,46,15,In Stock,22
INV006468,STR010,PRD0022,2023-11-08,197,8,In Stock,5
INV006469,STR001,PRD0059,2023-07-22,168,9,In Stock,18
INV006470,STR037,PRD0060,2023-04-20,116,39,In Stock,8
INV006471,STR025,PRD0043,2023-01-31,97,29,In Stock,18
INV006472,STR018,PRD0028,2023-11-27,143,27,In Stock,17
INV006473,STR034,PRD0030,2023-10-01,90,26,In Stock,8
INV006474,STR033,PRD0052,2023-08-19,43,11,In Stock,30
INV006475,STR010,PRD0031,2023-06-26,199,11,In Stock,21
INV006476,STR015,PRD0009,2023-05-16,89,42,In Stock,14
INV006477,STR034,PRD0006,2023-11-16,128,29,In Stock,24
INV006478,STR021,PRD0043,2023-10-08,132,29,In Stock,19
INV006479,STR032,PRD0047,2023-02-08,75,47,In Stock,27
INV006480,STR040,PRD0046,2023-11-04,13,37,Low Stock,14
INV006481,STR038,PRD0021,2023-04-14,156,26,In Stock,25
INV006482,STR044,PRD0007,2023-07-29,101,40,In Stock,8
INV006483,STR013,PRD0050,2023-07-18,117,34,In Stock,9
INV006484,STR022,PRD0031,2023-05-22,196,11,In Stock,10
INV006485,STR030,PRD0015,2023-04-16,188,9,In Stock,5
INV006486,STR043,PRD0010,2023-03-23,59,16,In Stock,16
INV006487,STR047,PRD0012,2023-04-08,77,10,In Stock,19
INV006488,STR044,PRD0010,2023-01-23,129,16,In Stock,22
INV006489,STR021,PRD0004,2023-11-05,93,5,In Stock,17
INV006490,STR016,PRD0049,2023-07-03,86,7,In Stock,13
INV006491,STR022,PRD0006,2023-09-23,198,29,In Stock,18
INV006492,STR033,PRD0005,2023-02-11,56,18,In Stock,25
INV006493,STR018,PRD0029,2023-12-02,12,20,Low Stock,13
INV006494,STR047,PRD0053,2023-05-21,48,38,In Stock,12
INV006495,STR026,PRD0014,2023-05-24,8,46,Low Stock,29
INV006496,STR010,PRD0006,2023-11-20,31,29,In Stock,10
INV006497,STR002,PRD0058,2023-10-30,60,45,In Stock,11
INV006498,STR032,PRD0020,2023-03-20,136,40,In Stock,3
INV006499,STR049,PRD0051,2023-06-03,133,30,In Stock,28
INV006500,STR012,PRD0037,2023-04-04,162,27,In Stock,8
INV006501,STR015,PRD0043,2023-12-21,21,29,Low Stock,24
INV006502,STR023,PRD0026,2023-04-19,148,14,In Stock,5
INV006503,STR010,PRD0060,2023-03-11,124,39,In Stock,20
INV006504,STR041,PRD0025,2023-05-05,159,49,In Stock,27
INV006505,STR040,PRD0051,2023-06-16,153,30,In Stock,20
INV006506,STR043,PRD0012,2023-12-22,134,10,In Stock,24
INV006507,STR026,PRD0017,2023-04-23,87,27,In Stock,4
INV006508,STR008,PRD0015,2023-08-29,105,9,In Stock,20
INV006509,STR008,PRD0060,2023-03-09,31,39,Low Stock,14
INV006510,STR006,PRD0047,2023-01-10,63,47,In Stock,14
INV006511,STR021,PRD0046,2023-12-27,161,37,In Stock,19
INV006512,STR013,PRD0053,2023-03-13,104,38,In Stock,3
INV006513,STR019,PRD0022,2023-06-11,123,8,In Stock,5
INV006514,STR015,PRD0051,2023-02-18,24,30,Low Stock,25
INV006515,STR018,PRD0018,2023-04-28,171,39,In Stock,25
INV006516,STR044,PRD0048,2023-11-06,200,20,In Stock,20
INV006517,STR008,PRD0035,2023-01-03,65,39,In Stock,4
INV006518,STR035,PRD0013,2023-11-07,194,50,In Stock,9
INV006519,STR038,PRD0026,2023-12-21,26,14,In Stock,24
INV006520,STR041,PRD0051,2023-03-17,85,30,In Stock,24
INV006521,STR027,PRD0057,2023-01-16,71,15,In Stock,14
INV006522,STR035,PRD0011,2023-03-10,14,12,In Stock,17
INV006523,STR004,PRD0044,2023-07-12,74,24,In Stock,9
INV006524,STR023,PRD0030,2023-09-11,148,26,In Stock,18
INV006525,STR047,PRD0048,2023-08-05,148,20,In Stock,11
INV006526,STR043,PRD0023,2023-05-22,121,26,In Stock,22
INV006527,STR041,PRD0029,2023-08-29,40,20,In Stock,5
INV006528,STR037,PRD0056,2023-03-08,59,44,In Stock,10
INV006529,STR025,PRD0034,2023-02-26,64,9,In Stock,3
INV006530,STR027,PRD0051,2023-02-14,132,30,In Stock,17
INV006531,STR044,PRD0031,2023-10-27,16,11,In Stock,10
INV006532,STR015,PRD0036,2023-07-24,78,16,In Stock,28
INV006533,STR036,PRD0015,2023-06-28,6,9,Low Stock,23
INV006534,STR040,PRD0042,2023-08-18,15,49,Low Stock,28
INV006535,STR029,PRD0060,2023-08-03,15,39,Low Stock,6
INV006536,STR012,PRD0004,2023-06-20,101,5,In Stock,10
INV006537,STR022,PRD0018,2023-03-15,85,39,In Stock,17
INV006538,STR048,PRD0003,2023-08-17,86,40,In Stock,23
INV006539,STR009,PRD0030,2023-01-07,51,26,In Stock,10
INV006540,STR033,PRD0044,2023-07-24,181,24,In Stock,6
INV006541,STR035,PRD0047,2023-10-24,99,47,In Stock,14
INV006542,STR010,PRD0023,2023-02-12,112,26,In Stock,16
INV006543,STR048,PRD0048,2023-08-06,59,20,In Stock,3
INV006544,STR012,PRD0008,2023-02-08,74,8,In Stock,23
INV006545,STR039,PRD0019,2023-06-09,142,47,In Stock,17
INV006546,STR033,PRD0060,2023-10-11,5,39,Low Stock,17
INV006547,STR044,PRD0046,2023-05-30,83,37,In Stock,28
INV006548,STR047,PRD0036,2023-09-27,120,16,In Stock,28
INV006549,STR041,PRD0055,2023-01-12,28,40,Low Stock,4
INV006550,STR002,PRD0053,2023-07-20,57,38,In Stock,13
INV006551,STR026,PRD0036,2023-09-04,129,16,In Stock,21
INV006552,STR016,PRD0060,2023-03-17,113,39,In Stock,11
INV006553,STR034,PRD0009,2023-09-03,164,42,In Stock,11
INV006554,STR003,PRD0045,2023-03-27,127,46,In Stock,20
INV006555,STR014,PRD0029,2023-09-15,149,20,In Stock,13
INV006556,STR013,PRD0019,2023-11-13,76,47,In Stock,23
INV006557,STR014,PRD0055,2023-05-26,26,40,Low Stock,21
INV006558,STR013,PRD0005,2023-03-13,127,18,In Stock,24
INV006559,STR049,PRD0023,2023-03-15,17,26,Low Stock,18
INV006560,STR047,PRD0026,2023-11-21,52,14,In Stock,26
INV006561,STR012,PRD0018,2023-04-24,44,39,In Stock,19
INV006562,STR027,PRD0048,2023-02-23,165,20,In Stock,3
INV006563,STR030,PRD0039,2023-01-26,167,5,In Stock,28
INV006564,STR004,PRD0030,2023-05-01,89,26,In Stock,30
INV006565,STR046,PRD0027,2023-10-30,165,7,In Stock,9
INV006566,STR047,PRD0007,2023-09-25,47,40,In Stock,18
INV006567,STR036,PRD0044,2023-10-04,79,24,In Stock,19
INV006568,STR041,PRD0038,2023-04-04,63,29,In Stock,21
INV006569,STR031,PRD0028,2023-03-05,118,27,In Stock,12
INV006570,STR018,PRD0016,2023-07-31,9,11,Low Stock,10
INV006571,STR019,PRD0025,2023-11-20,88,49,In Stock,4
INV006572,STR024,PRD0056,2023-04-08,43,44,Low Stock,24
INV006573,STR017,PRD0020,2023-02-10,105,40,In Stock,18
INV006574,STR020,PRD0030,2023-06-21,50,26,In Stock,4
INV006575,STR042,PRD0047,2023-01-08,155,47,In Stock,21
INV006576,STR008,PRD0023,2023-12-25,106,26,In Stock,20
INV006577,STR040,PRD0026,2023-06-27,148,14,In Stock,23
INV006578,STR032,PRD0055,2023-01-08,10,40,Low Stock,20
INV006579,STR004,PRD0003,2023-10-28,113,40,In Stock,7
INV006580,STR037,PRD0018,2023-01-14,95,39,In Stock,29
INV006581,STR037,PRD0058,2023-11-15,97,45,In Stock,10
INV006582,STR016,PRD0030,2023-12-28,89,26,In Stock,22
INV006583,STR010,PRD0018,2023-01-20,69,39,In Stock,15
INV006584,STR026,PRD0026,2023-06-15,124,14,In Stock,29
INV006585,STR029,PRD0016,2023-06-09,55,11,In Stock,15
INV006586,STR014,PRD0056,2023-12-05,63,44,In Stock,10
INV006587,STR006,PRD0018,2023-09-17,120,39,In Stock,15
INV006588,STR044,PRD0022,2023-10-05,148,8,In Stock,12
INV006589,STR005,PRD0038,2023-04-21,184,29,In Stock,28
INV006590,STR012,PRD0054,2023-02-13,39,12,In Stock,5
INV006591,STR023,PRD0034,2023-03-06,187,9,In Stock,10
INV006592,STR023,PRD0033,2023-02-03,23,19,In Stock,3
INV006593,STR033,PRD0041,2023-02-23,30,24,In Stock,19
INV006594,STR043,PRD0036,2023-12-07,131,16,In Stock,3
INV006595,STR024,PRD0012,2023-01-02,148,10,In Stock,7
INV006596,STR002,PRD0022,2023-09-22,120,8,In Stock,30
INV006597,STR021,PRD0018,2023-04-16,39,39,Low Stock,15
INV006598,STR050,PRD0047,2023-10-07,33,47,Low Stock,7
INV006599,STR021,PRD0012,2023-10-02,168,10,In Stock,25
INV006600,STR033,PRD0002,2023-08-11,133,34,In Stock,16
INV006601,STR031,PRD0019,2023-10-10,46,47,Low Stock,3
INV006602,STR022,PRD0004,2023-06-18,75,5,In Stock,26
INV006603,STR033,PRD0051,2023-01-07,10,30,Low Stock,28
INV006604,STR032,PRD0008,2023-07-30,62,8,In Stock,15
INV006605,STR025,PRD0022,2023-04-18,32,8,In Stock,10
INV006606,STR030,PRD0032,2023-02-05,79,34,In Stock,30
INV006607,STR048,PRD0030,2023-04-03,116,26,In Stock,28
INV006608,STR016,PRD0046,2023-03-16,43,37,In Stock,26
INV006609,STR050,PRD0015,2023-07-07,160,9,In Stock,29
INV006610,STR024,PRD0023,2023-04-01,100,26,In Stock,19
INV006611,STR021,PRD0006,2023-03-02,165,29,In Stock,19
INV006612,STR010,PRD0048,2023-01-18,138,20,In Stock,19
INV006613,STR007,PRD0055,2023-07-30,48,40,In Stock,25
INV006614,STR025,PRD0019,2023-11-01,51,47,In Stock,25
INV006615,STR025,PRD0055,2023-07-12,181,40,In Stock,24
INV006616,STR026,PRD0016,2023-10-15,104,11,In Stock,19
INV006617,STR038,PRD0008,2023-04-22,39,8,In Stock,26
INV006618,STR017,PRD0020,2023-07-16,107,40,In Stock,30
INV006619,STR041,PRD0044,2023-04-14,76,24,In Stock,5
INV006620,STR028,PRD0032,2023-07-14,150,34,In Stock,27
INV006621,STR031,PRD0006,2023-05-31,119,29,In Stock,21
INV006622,STR034,PRD0054,2023-09-01,23,12,In Stock,19
INV006623,STR013,PRD0023,2023-06-21,82,26,In Stock,23
INV006624,STR012,PRD0050,2023-10-06,147,34,In Stock,13
INV006625,STR049,PRD0043,2023-06-30,20,29,Low Stock,17
INV006626,STR010,PRD0051,2023-10-14,199,30,In Stock,26
INV006627,STR013,PRD0051,2023-09-22,121,30,In Stock,19
INV006628,STR034,PRD0025,2023-08-04,6,49,Low Stock,13
INV006629,STR040,PRD0056,2023-04-29,18,44,Low Stock,19
INV006630,STR042,PRD0057,2023-07-13,70,15,In Stock,13
INV006631,STR017,PRD0004,2023-05-16,9,5,In Stock,7
INV006632,STR011,PRD0027,2023-10-24,42,7,In Stock,10
INV006633,STR009,PRD0004,2023-07-15,127,5,In Stock,16
INV006634,STR031,PRD0030,2023-03-09,11,26,Low Stock,16
INV006635,STR019,PRD0043,2023-03-24,118,29,In Stock,11
INV006636,STR005,PRD0043,2023-10-03,139,29,In Stock,10
INV006637,STR043,PRD0045,2023-03-04,120,46,In Stock,15
INV006638,STR018,PRD0032,2023-07-11,152,34,In Stock,7
INV006639,STR038,PRD0056,2023-12-01,88,44,In Stock,26
INV006640,STR024,PRD0008,2023-08-04,166,8,In Stock,27
INV006641,STR045,PRD0054,2023-07-17,31,12,In Stock,28
INV006642,STR045,PRD0042,2023-08-31,171,49,In Stock,24
INV006643,STR007,PRD0053,2023-08-20,156,38,In Stock,15
INV006644,STR026,PRD0019,2023-06-09,61,47,In Stock,16
INV006645,STR046,PRD0023,2023-12-13,121,26,In Stock,25
INV006646,STR049,PRD0019,2023-02-18,19,47,Low Stock,14
INV006647,STR017,PRD0037,2023-08-08,82,27,In Stock,29
INV006648,STR001,PRD0042,2023-08-19,191,49,In Stock,28
INV006649,STR004,PRD0030,2023-09-24,121,26,In Stock,4
INV006650,STR002,PRD0027,2023-02-11,186,7,In Stock,20
INV006651,STR047,PRD0048,2023-01-10,61,20,In Stock,23
INV006652,STR026,PRD0016,2023-05-25,97,11,In Stock,7
INV006653,STR015,PRD0022,2023-08-09,118,8,In Stock,6
INV006654,STR010,PRD0013,2023-09-04,5,50,Low Stock,13
INV006655,STR020,PRD0015,2023-02-21,185,9,In Stock,11
INV006656,STR025,PRD0026,2023-10-28,70,14,In Stock,10
INV006657,STR041,PRD0057,2023-12-03,175,15,In Stock,3
INV006658,STR023,PRD0049,2023-09-05,24,7,In Stock,25
INV006659,STR027,PRD0057,2023-10-16,183,15,In Stock,21
INV006660,STR022,PRD0054,2023-02-24,34,12,In Stock,12
INV006661,STR010,PRD0032,2023-01-06,21,34,Low Stock,6
INV006662,STR002,PRD0026,2023-09-14,50,14,In Stock,20
INV006663,STR032,PRD0047,2023-05-20,184,47,In Stock,21
INV006664,STR004,PRD0035,2023-01-28,109,39,In Stock,21
INV006665,STR048,PRD0049,2023-11-16,116,7,In Stock,5
INV006666,STR033,PRD0054,2023-07-30,42,12,In Stock,17
INV006667,STR035,PRD0048,2023-08-28,66,20,In Stock,8
INV006668,STR007,PRD0012,2023-12-01,13,10,In Stock,25
INV006669,STR018,PRD0022,2023-04-25,61,8,In Stock,13
INV006670,STR035,PRD0051,2023-10-27,154,30,In Stock,30
INV006671,STR037,PRD0050,2023-08-11,52,34,In Stock,27
INV006672,STR011,PRD0046,2023-06-06,46,37,In Stock,14
INV006673,STR001,PRD0011,2023-02-17,111,12,In Stock,5
INV006674,STR042,PRD0027,2023-06-22,45,7,In Stock,13
INV006675,STR014,PRD0012,2023-06-14,192,10,In Stock,23
INV006676,STR014,PRD0026,2023-01-31,115,14,In Stock,6
INV006677,STR011,PRD0043,2023-07-14,193,29,In Stock,18
INV006678,STR023,PRD0011,2023-08-28,96,12,In Stock,13
INV006679,STR017,PRD0043,2023-03-08,199,29,In Stock,3
INV006680,STR044,PRD0056,2023-04-17,23,44,Low Stock,11
INV006681,STR034,PRD0059,2023-02-17,200,9,In Stock,8
INV006682,STR036,PRD0028,2023-12-09,17,27,Low Stock,21
INV006683,STR040,PRD0059,2023-11-22,96,9,In Stock,22
INV006684,STR040,PRD0026,2023-05-26,138,14,In Stock,5
INV006685,STR032,PRD0033,2023-03-23,69,19,In Stock,28
INV006686,STR004,PRD0002,2023-05-02,73,34,In Stock,22
INV006687,STR016,PRD0031,2023-02-22,176,11,In Stock,26
INV006688,STR024,PRD0015,2023-03-29,195,9,In Stock,24
INV006689,STR032,PRD0040,2023-06-05,8,47,Low Stock,10
INV006690,STR006,PRD0008,2023-02-28,92,8,In Stock,27
INV006691,STR034,PRD0054,2023-10-11,112,12,In Stock,8
INV006692,STR018,PRD0047,2023-03-12,68,47,In Stock,3
INV006693,STR043,PRD0017,2023-07-19,172,27,In Stock,10
INV006694,STR046,PRD0044,2023-08-18,66,24,In Stock,30
INV006695,STR047,PRD0049,2023-06-30,147,7,In Stock,8
INV006696,STR047,PRD0057,2023-05-17,92,15,In Stock,21
INV006697,STR032,PRD0044,2023-06-27,23,24,Low Stock,15
INV006698,STR006,PRD0052,2023-02-27,100,11,In Stock,3
INV006699,STR003,PRD0043,2023-09-10,20,29,Low Stock,25
INV006700,STR027,PRD0007,2023-12-31,123,40,In Stock,17
INV006701,STR003,PRD0044,2023-06-12,86,24,In Stock,19
INV006702,STR021,PRD0014,2023-09-15,169,46,In Stock,17
INV006703,STR021,PRD0015,2023-07-12,46,9,In Stock,19
INV006704,STR038,PRD0038,2023-04-13,76,29,In Stock,6
INV006705,STR043,PRD0015,2023-05-31,114,9,In Stock,22
INV006706,STR037,PRD0048,2023-08-03,84,20,In Stock,14
INV006707,STR038,PRD0020,2023-05-03,10,40,Low Stock,6
INV006708,STR015,PRD0006,2023-04-04,36,29,In Stock,18
INV006709,STR014,PRD0043,2023-02-07,178,29,In Stock,22
INV006710,STR023,PRD0023,2023-07-17,66,26,In Stock,4
INV006711,STR037,PRD0060,2023-05-14,57,39,In Stock,8
INV006712,STR020,PRD0023,2023-03-26,22,26,Low Stock,13
INV006713,STR043,PRD0036,2023-04-01,94,16,In Stock,8
INV006714,STR035,PRD0026,2023-02-16,136,14,In Stock,24
INV006715,STR018,PRD0021,2023-03-07,46,26,In Stock,14
INV006716,STR005,PRD0054,2023-06-24,137,12,In Stock,10
INV006717,STR040,PRD0048,2023-05-24,161,20,In Stock,16
INV006718,STR009,PRD0046,2023-12-03,59,37,In Stock,4
INV006719,STR029,PRD0048,2023-07-13,56,20,In Stock,11
INV006720,STR027,PRD0034,2023-03-08,19,9,In Stock,20
INV006721,STR033,PRD0005,2023-04-12,25,18,In Stock,12
INV006722,STR036,PRD0060,2023-05-25,36,39,Low Stock,19
INV006723,STR047,PRD0002,2023-02-28,124,34,In Stock,6
INV006724,STR019,PRD0008,2023-01-24,133,8,In Stock,21
INV006725,STR012,PRD0041,2023-12-06,128,24,In Stock,3
INV006726,STR037,PRD0047,2023-10-21,113,47,In Stock,20
INV006727,STR009,PRD0031,2023-07-24,82,11,In Stock,9
INV006728,STR007,PRD0059,2023-05-07,76,9,In Stock,9
INV006729,STR014,PRD0055,2023-09-29,44,40,In Stock,3
INV006730,STR002,PRD0008,2023-11-04,73,8,In Stock,11
INV006731,STR002,PRD0033,2023-06-11,66,19,In Stock,27
INV006732,STR002,PRD0005,2023-04-11,149,18,In Stock,26
INV006733,STR032,PRD0033,2023-11-11,18,19,Low Stock,7
INV006734,STR022,PRD0031,2023-06-27,142,11,In Stock,11
INV006735,STR039,PRD0019,2023-06-15,60,47,In Stock,8
INV006736,STR026,PRD0056,2023-03-29,196,44,In Stock,3
INV006737,STR002,PRD0034,2023-08-05,191,9,In Stock,3
INV006738,STR018,PRD0031,2023-09-26,94,11,In Stock,22
INV006739,STR044,PRD0059,2023-08-02,36,9,In Stock,11
INV006740,STR044,PRD0027,2023-02-08,199,7,In Stock,22
INV006741,STR045,PRD0024,2023-01-18,113,50,In Stock,22
INV006742,STR037,PRD0046,2023-07-05,20,37,Low Stock,26
INV006743,STR020,PRD0050,2023-05-14,181,34,In Stock,10
INV006744,STR018,PRD0017,2023-07-05,184,27,In Stock,4
INV006745,STR038,PRD0026,2023-07-03,135,14,In Stock,8
INV006746,STR039,PRD0005,2023-10-03,114,18,In Stock,27
INV006747,STR008,PRD0037,2023-05-31,162,27,In Stock,17
INV006748,STR003,PRD0038,2023-06-01,47,29,In Stock,14
INV006749,STR024,PRD0048,2023-11-22,177,20,In Stock,17
INV006750,STR001,PRD0048,2023-05-19,57,20,In Stock,17
INV006751,STR001,PRD0060,2023-06-08,45,39,In Stock,29
INV006752,STR046,PRD0045,2023-09-04,163,46,In Stock,3
INV006753,STR001,PRD0038,2023-06-03,85,29,In Stock,9
INV006754,STR015,PRD0052,2023-04-11,90,11,In Stock,17
INV006755,STR029,PRD0060,2023-06-08,89,39,In Stock,26
INV006756,STR024,PRD0029,2023-02-10,17,20,Low Stock,14
INV006757,STR001,PRD0031,2023-03-19,105,11,In Stock,20
INV006758,STR026,PRD0041,2023-12-20,199,24,In Stock,20
INV006759,STR011,PRD0003,2023-12-29,40,40,Low Stock,12
INV006760,STR035,PRD0014,2023-10-28,188,46,In Stock,17
INV006761,STR031,PRD0051,2023-07-26,15,30,Low Stock,25
INV006762,STR025,PRD0002,2023-02-17,7,34,Low Stock,16
INV006763,STR012,PRD0028,2023-04-28,135,27,In Stock,6
INV006764,STR046,PRD0004,2023-10-18,31,5,In Stock,7
INV006765,STR028,PRD0017,2023-01-25,119,27,In Stock,9
INV006766,STR035,PRD0060,2023-10-28,178,39,In Stock,29
INV006767,STR010,PRD0003,2023-01-08,74,40,In Stock,20
INV006768,STR042,PRD0057,2023-02-17,56,15,In Stock,8
INV006769,STR012,PRD0019,2023-05-05,78,47,In Stock,7
INV006770,STR003,PRD0006,2023-09-12,170,29,In Stock,29
INV006771,STR037,PRD0043,2023-05-02,63,29,In Stock,13
INV006772,STR046,PRD0007,2023-01-01,75,40,In Stock,5
INV006773,STR040,PRD0014,2023-10-23,116,46,In Stock,20
INV006774,STR001,PRD0052,2023-11-07,151,11,In Stock,21
INV006775,STR025,PRD0019,2023-02-07,30,47,Low Stock,19
INV006776,STR021,PRD0017,2023-08-19,140,27,In Stock,8
INV006777,STR036,PRD0006,2023-08-31,24,29,Low Stock,12
INV006778,STR016,PRD0024,2023-04-28,155,50,In Stock,8
INV006779,STR013,PRD0012,2023-05-16,84,10,In Stock,27
INV006780,STR032,PRD0021,2023-12-22,153,26,In Stock,18
INV006781,STR049,PRD0011,2023-09-25,123,12,In Stock,28
INV006782,STR004,PRD0043,2023-08-21,121,29,In Stock,16
INV006783,STR014,PRD0013,2023-09-15,82,50,In Stock,12
INV006784,STR007,PRD0008,2023-08-16,162,8,In Stock,4
INV006785,STR006,PRD0050,2023-01-20,12,34,Low Stock,25
INV006786,STR007,PRD0006,2023-08-10,58,29,In Stock,16
INV006787,STR014,PRD0002,2023-04-08,167,34,In Stock,14
INV006788,STR041,PRD0027,2023-05-04,98,7,In Stock,29
INV006789,STR042,PRD0051,2023-09-05,100,30,In Stock,14
INV006790,STR041,PRD0001,2023-10-18,125,17,In Stock,11
INV006791,STR045,PRD0027,2023-02-02,171,7,In Stock,25
INV006792,STR048,PRD0032,2023-08-31,108,34,In Stock,15
INV006793,STR028,PRD0024,2023-01-02,127,50,In Stock,14
INV006794,STR026,PRD0049,2023-04-07,47,7,In Stock,17
INV006795,STR009,PRD0058,2023-03-08,183,45,In Stock,9
INV006796,STR021,PRD0041,2023-12-19,104,24,In Stock,6
INV006797,STR001,PRD0012,2023-01-11,174,10,In Stock,14
INV006798,STR017,PRD0037,2023-02-17,62,27,In Stock,4
INV006799,STR020,PRD0046,2023-06-16,180,37,In Stock,20
INV006800,STR029,PRD0055,2023-01-08,173,40,In Stock,8
INV006801,STR046,PRD0038,2023-04-12,47,29,In Stock,4
INV006802,STR049,PRD0045,2023-10-21,13,46,Low Stock,27
INV006803,STR049,PRD0056,2023-12-28,26,44,Low Stock,3
INV006804,STR035,PRD0045,2023-09-30,186,46,In Stock,27
INV006805,STR023,PRD0054,2023-02-20,62,12,In Stock,4
INV006806,STR033,PRD0046,2023-09-17,30,37,Low Stock,22
INV006807,STR025,PRD0048,2023-03-24,0,20,Low Stock,20
INV006808,STR006,PRD0014,2023-11-29,2,46,Low Stock,3
INV006809,STR003,PRD0033,2023-07-13,87,19,In Stock,14
INV006810,STR006,PRD0025,2023-02-07,72,49,In Stock,23
INV006811,STR033,PRD0006,2023-03-28,99,29,In Stock,25
INV006812,STR009,PRD0038,2023-07-15,159,29,In Stock,8
INV006813,STR019,PRD0015,2023-06-02,18,9,In Stock,22
INV006814,STR016,PRD0019,2023-02-24,48,47,In Stock,27
INV006815,STR007,PRD0037,2023-06-02,188,27,In Stock,10
INV006816,STR017,PRD0003,2023-01-29,42,40,In Stock,3
INV006817,STR043,PRD0057,2023-06-28,15,15,Low Stock,15
