return_id,order_id,return_date,reason,status,refund_amount,resolution_type
RET01404,ORD016645,2023-09-28,Size not fitting,Rejected,29005.72,Exchange
RET01405,ORD026328,2022-07-05,Damaged packaging,Approved,16745.29,Exchange
RET01406,ORD027770,2022-02-06,Defective product,Rejected,202037.42,Exchange
RET01407,ORD005201,2022-07-15,Damaged packaging,Pending,12285.53,Refund
RET01408,ORD017328,2022-06-15,Better price elsewhere,Rejected,17108.35,Refund
RET01409,ORD003782,2023-10-24,Late delivery,Approved,28802.22,Exchange
RET01410,ORD007393,2022-08-29,Damaged packaging,Approved,2656.12,Store Credit
RET01411,ORD029852,2023-07-08,Damaged packaging,Approved,19467.85,Refund
RET01412,ORD032607,2023-12-19,Better price elsewhere,Approved,532.62,Store Credit
RET01413,ORD023489,2022-12-22,Defective product,Approved,36685.56,Exchange
RET01414,ORD045790,2023-11-15,Changed mind,Approved,4023.86,Exchange
RET01415,ORD016660,2022-12-11,Better price elsewhere,Approved,522.73,Store Credit
RET01416,ORD001374,2024-01-04,Damaged packaging,Pending,2875.26,Store Credit
RET01417,ORD039193,2022-11-10,Size not fitting,Pending,3727.12,Store Credit
RET01418,ORD038814,2023-10-30,Defective product,Pending,2472.12,Refund
RET01419,ORD017120,2022-10-11,Late delivery,Pending,10491.51,Exchange
RET01420,ORD037221,2022-09-28,Wrong item delivered,Approved,53707.0,Store Credit
RET01421,ORD000839,2022-02-20,Size not fitting,Rejected,3163.34,Exchange
RET01422,ORD049422,2022-02-23,Late delivery,Pending,143908.7,Store Credit
RET01423,ORD035634,2023-08-04,Late delivery,Rejected,19170.84,Refund
RET01424,ORD016482,2023-10-20,Wrong item delivered,Approved,13451.78,Store Credit
RET01425,ORD025568,2024-01-12,Late delivery,Approved,3686.91,Store Credit
RET01426,ORD017720,2023-01-14,Changed mind,Rejected,1339.0,Exchange
RET01427,ORD021284,2023-10-07,Wrong item delivered,Rejected,12939.2,Exchange
RET01428,ORD023164,2022-03-16,Damaged packaging,Rejected,1008.35,Store Credit
RET01429,ORD028995,2022-02-17,Damaged packaging,Approved,4233.85,Refund
RET01430,ORD048892,2022-08-23,Better price elsewhere,Approved,6770.39,Exchange
RET01431,ORD043938,2022-10-26,Damaged packaging,Approved,14786.63,Refund
RET01432,ORD045185,2022-12-22,Defective product,Rejected,22516.24,Refund
RET01433,ORD034735,2022-12-08,Size not fitting,Pending,9476.7,Store Credit
RET01434,ORD011548,2023-12-13,Damaged packaging,Approved,1659.64,Refund
RET01435,ORD008143,2023-05-21,Size not fitting,Approved,873.56,Refund
RET01436,ORD006230,2023-06-25,Defective product,Pending,188545.21,Store Credit
RET01437,ORD026297,2023-09-20,Late delivery,Pending,132565.49,Store Credit
RET01438,ORD003045,2023-04-22,Wrong item delivered,Approved,6313.32,Exchange
RET01439,ORD039775,2022-10-02,Damaged packaging,Pending,4709.53,Exchange
RET01440,ORD014706,2022-01-22,Damaged packaging,Rejected,12961.97,Exchange
RET01441,ORD027566,2024-01-09,Size not fitting,Approved,29874.77,Exchange
RET01442,ORD032508,2022-03-04,Wrong item delivered,Approved,12379.55,Refund
RET01443,ORD025664,2023-07-15,Changed mind,Pending,9676.1,Store Credit
RET01444,ORD017805,2023-12-01,Wrong item delivered,Rejected,39472.42,Refund
RET01445,ORD043346,2022-10-25,Better price elsewhere,Approved,42772.56,Exchange
RET01446,ORD030605,2023-08-30,Late delivery,Pending,4890.74,Refund
RET01447,ORD004598,2022-08-18,Better price elsewhere,Rejected,4214.1,Exchange
RET01448,ORD002265,2023-07-08,Damaged packaging,Pending,51883.6,Refund
RET01449,ORD026673,2023-11-21,Better price elsewhere,Rejected,12819.2,Refund
RET01450,ORD031996,2022-12-20,Damaged packaging,Rejected,26385.38,Refund
RET01451,ORD033953,2023-08-31,Wrong item delivered,Rejected,22953.54,Store Credit
RET01452,ORD047566,2023-08-20,Defective product,Approved,10725.54,Store Credit
RET01453,ORD041318,2023-04-22,Better price elsewhere,Pending,3152.46,Exchange
RET01454,ORD025804,2022-12-10,Changed mind,Approved,4399.12,Refund
RET01455,ORD010390,2023-01-25,Wrong item delivered,Approved,839.37,Refund
RET01456,ORD020486,2023-12-05,Size not fitting,Approved,13692.6,Store Credit
RET01457,ORD001904,2022-12-30,Wrong item delivered,Approved,14832.67,Refund
RET01458,ORD003052,2023-07-19,Late delivery,Approved,7986.96,Exchange
RET01459,ORD020147,2023-10-16,Wrong item delivered,Approved,13684.06,Exchange
RET01460,ORD038281,2023-09-10,Changed mind,Pending,9470.28,Refund
RET01461,ORD011436,2022-06-16,Late delivery,Approved,46367.77,Exchange
RET01462,ORD030624,2023-06-08,Late delivery,Pending,1626.82,Store Credit
RET01463,ORD009699,2022-10-13,Better price elsewhere,Pending,7157.56,Store Credit
RET01464,ORD024587,2022-09-26,Better price elsewhere,Pending,125319.27,Refund
RET01465,ORD029126,2022-03-26,Late delivery,Approved,3719.15,Refund
RET01466,ORD004330,2022-10-06,Damaged packaging,Rejected,694.81,Exchange
RET01467,ORD016599,2023-03-24,Better price elsewhere,Pending,1505.05,Store Credit
RET01468,ORD008022,2023-04-21,Size not fitting,Approved,5423.24,Refund
RET01469,ORD010333,2023-01-20,Defective product,Rejected,635.62,Exchange
RET01470,ORD041688,2023-04-25,Changed mind,Approved,128334.47,Refund
RET01471,ORD019885,2022-04-17,Damaged packaging,Rejected,8387.36,Exchange
RET01472,ORD043351,2023-04-15,Size not fitting,Approved,16800.19,Store Credit
RET01473,ORD032513,2023-09-15,Damaged packaging,Pending,5345.71,Exchange
RET01474,ORD028449,2023-11-09,Defective product,Pending,2889.35,Store Credit
RET01475,ORD014396,2023-04-05,Defective product,Rejected,10003.78,Exchange
RET01476,ORD016259,2023-05-29,Damaged packaging,Approved,3845.0,Exchange
RET01477,ORD038286,2022-11-17,Damaged packaging,Rejected,22868.63,Refund
RET01478,ORD027416,2022-10-31,Better price elsewhere,Rejected,103355.41,Exchange
RET01479,ORD006162,2022-08-26,Size not fitting,Pending,10686.51,Refund
RET01480,ORD005576,2023-04-26,Size not fitting,Approved,716.39,Store Credit
RET01481,ORD032053,2023-01-19,Late delivery,Pending,45866.27,Refund
RET01482,ORD000370,2022-09-22,Wrong item delivered,Approved,2028.03,Store Credit
RET01483,ORD015319,2023-06-19,Defective product,Rejected,3373.2,Store Credit
RET01484,ORD033166,2023-09-21,Defective product,Rejected,29642.3,Exchange
RET01485,ORD019736,2023-12-22,Defective product,Approved,2807.03,Refund
RET01486,ORD016240,2023-09-04,Changed mind,Approved,5111.97,Exchange
RET01487,ORD036327,2022-02-18,Better price elsewhere,Pending,3440.42,Exchange
RET01488,ORD008924,2022-05-16,Late delivery,Approved,82616.84,Exchange
RET01489,ORD043208,2022-07-22,Damaged packaging,Pending,20057.17,Exchange
RET01490,ORD020739,2022-12-19,Late delivery,Approved,57233.9,Exchange
RET01491,ORD046152,2022-06-24,Size not fitting,Pending,14821.31,Exchange
RET01492,ORD032373,2022-04-28,Defective product,Approved,3520.69,Exchange
RET01493,ORD011651,2022-03-14,Size not fitting,Pending,987.2,Exchange
RET01494,ORD019971,2023-03-22,Size not fitting,Approved,9553.89,Exchange
RET01495,ORD034766,2022-04-18,Defective product,Approved,9648.98,Refund
RET01496,ORD014407,2023-06-09,Damaged packaging,Pending,1877.82,Store Credit
RET01497,ORD032241,2023-11-14,Size not fitting,Pending,4842.46,Store Credit
RET01498,ORD047977,2023-11-11,Changed mind,Rejected,10425.75,Store Credit
RET01499,ORD049247,2023-09-27,Better price elsewhere,Approved,946.05,Store Credit
RET01500,ORD002904,2023-01-22,Changed mind,Approved,8399.41,Refund
RET01501,ORD030415,2023-01-24,Defective product,Rejected,1855.86,Refund
RET01502,ORD010060,2023-09-26,Defective product,Approved,665.26,Refund
RET01503,ORD014328,2023-01-27,Late delivery,Pending,60922.91,Refund
RET01504,ORD022107,2023-10-06,Defective product,Rejected,1517.14,Exchange
RET01505,ORD038651,2023-04-23,Defective product,Rejected,6513.22,Exchange
RET01506,ORD014247,2023-03-29,Changed mind,Rejected,5197.48,Refund
RET01507,ORD014881,2022-07-26,Wrong item delivered,Approved,3012.0,Store Credit
RET01508,ORD049616,2023-07-11,Changed mind,Approved,47304.49,Refund
RET01509,ORD032776,2022-10-10,Damaged packaging,Approved,1046.87,Store Credit
RET01510,ORD035127,2022-08-26,Size not fitting,Pending,4661.96,Refund
RET01511,ORD006492,2023-01-22,Size not fitting,Pending,2428.26,Store Credit
RET01512,ORD011783,2023-01-23,Defective product,Approved,7585.23,Store Credit
RET01513,ORD025857,2023-12-18,Damaged packaging,Approved,63301.27,Store Credit
RET01514,ORD007128,2022-12-25,Damaged packaging,Approved,6360.82,Exchange
RET01515,ORD005113,2022-11-02,Defective product,Approved,7598.51,Exchange
RET01516,ORD011973,2022-09-21,Late delivery,Rejected,3254.25,Store Credit
RET01517,ORD021515,2023-03-25,Better price elsewhere,Approved,2262.79,Store Credit
RET01518,ORD002193,2023-10-09,Wrong item delivered,Pending,880.87,Refund
RET01519,ORD045166,2023-09-15,Size not fitting,Pending,26586.06,Exchange
RET01520,ORD028456,2023-06-15,Size not fitting,Pending,1746.68,Exchange
RET01521,ORD047677,2022-09-13,Changed mind,Pending,11899.52,Exchange
RET01522,ORD012192,2023-04-29,Wrong item delivered,Pending,12875.8,Refund
RET01523,ORD027965,2023-02-04,Changed mind,Rejected,20666.95,Refund
RET01524,ORD046885,2022-01-19,Damaged packaging,Approved,8222.87,Exchange
RET01525,ORD004005,2022-03-24,Better price elsewhere,Pending,11007.42,Exchange
RET01526,ORD019303,2023-07-16,Size not fitting,Rejected,2731.31,Store Credit
RET01527,ORD021255,2022-07-15,Wrong item delivered,Approved,36433.17,Store Credit
RET01528,ORD018813,2022-05-26,Wrong item delivered,Pending,5151.37,Exchange
RET01529,ORD007329,2023-10-15,Better price elsewhere,Rejected,191766.0,Refund
RET01530,ORD011638,2023-07-01,Wrong item delivered,Rejected,7337.86,Exchange
RET01531,ORD015479,2022-03-06,Size not fitting,Approved,5562.17,Store Credit
RET01532,ORD030750,2022-08-02,Wrong item delivered,Approved,2379.63,Store Credit
RET01533,ORD037471,2024-01-01,Wrong item delivered,Pending,503.72,Exchange
RET01534,ORD022543,2022-12-30,Defective product,Pending,1849.05,Exchange
RET01535,ORD005620,2022-05-13,Changed mind,Pending,9090.15,Exchange
RET01536,ORD032828,2023-05-15,Late delivery,Pending,183522.09,Refund
RET01537,ORD009043,2023-06-12,Better price elsewhere,Rejected,19011.47,Exchange
RET01538,ORD005328,2022-09-02,Size not fitting,Rejected,3965.44,Store Credit
RET01539,ORD010370,2023-09-16,Better price elsewhere,Rejected,6111.61,Exchange
RET01540,ORD031110,2023-10-23,Wrong item delivered,Pending,76269.69,Refund
RET01541,ORD014485,2023-11-12,Late delivery,Rejected,9867.88,Refund
RET01542,ORD014811,2023-05-01,Late delivery,Approved,2399.15,Store Credit
RET01543,ORD040970,2022-04-10,Damaged packaging,Approved,6723.74,Refund
RET01544,ORD000611,2023-08-06,Late delivery,Pending,1982.51,Exchange
RET01545,ORD032054,2022-05-21,Defective product,Rejected,7029.31,Store Credit
RET01546,ORD029153,2023-01-02,Size not fitting,Approved,30444.87,Exchange
RET01547,ORD015759,2022-02-08,Wrong item delivered,Approved,806.64,Refund
RET01548,ORD046672,2023-11-26,Changed mind,Pending,11857.03,Exchange
RET01549,ORD026771,2023-09-09,Better price elsewhere,Pending,3386.11,Exchange
RET01550,ORD044218,2022-03-12,Better price elsewhere,Approved,113932.77,Store Credit
RET01551,ORD029616,2023-03-17,Defective product,Rejected,4177.99,Store Credit
RET01552,ORD016818,2023-02-26,Changed mind,Rejected,28429.99,Exchange
RET01553,ORD007722,2023-02-28,Changed mind,Approved,2355.61,Exchange
RET01554,ORD041536,2023-06-27,Changed mind,Pending,752.03,Refund
RET01555,ORD025081,2022-11-20,Changed mind,Rejected,11749.98,Exchange
RET01556,ORD038338,2023-06-28,Better price elsewhere,Pending,16673.52,Store Credit
RET01557,ORD042019,2023-02-25,Wrong item delivered,Approved,1854.49,Refund
RET01558,ORD048681,2023-09-17,Late delivery,Pending,6171.02,Exchange
RET01559,ORD001478,2023-08-29,Changed mind,Pending,1845.48,Exchange
RET01560,ORD043972,2023-07-04,Size not fitting,Pending,28459.2,Refund
RET01561,ORD027095,2023-02-28,Better price elsewhere,Approved,13732.04,Exchange
RET01562,ORD033378,2023-05-29,Changed mind,Rejected,5001.4,Store Credit
RET01563,ORD013074,2022-09-19,Defective product,Approved,10197.05,Refund
RET01564,ORD044502,2023-02-03,Changed mind,Rejected,45576.62,Store Credit
RET01565,ORD004296,2024-01-07,Defective product,Pending,3140.2,Refund
RET01566,ORD009325,2022-06-08,Changed mind,Pending,6123.87,Exchange
RET01567,ORD005234,2022-11-26,Late delivery,Approved,34043.44,Exchange
RET01568,ORD035316,2023-09-12,Defective product,Approved,5315.27,Refund
RET01569,ORD016641,2023-05-07,Size not fitting,Approved,14601.99,Refund
RET01570,ORD020531,2023-02-28,Defective product,Approved,58657.89,Store Credit
RET01571,ORD041514,2023-04-28,Changed mind,Pending,6994.72,Refund
RET01572,ORD038018,2022-03-25,Wrong item delivered,Rejected,1681.97,Store Credit
RET01573,ORD029689,2023-04-25,Size not fitting,Approved,6589.46,Exchange
RET01574,ORD036015,2023-08-24,Late delivery,Approved,33207.29,Store Credit
RET01575,ORD004211,2022-05-29,Defective product,Approved,7398.29,Exchange
RET01576,ORD037291,2022-05-08,Size not fitting,Approved,26681.37,Refund
RET01577,ORD015299,2022-10-25,Damaged packaging,Rejected,12221.05,Exchange
RET01578,ORD043561,2023-02-27,Defective product,Approved,183806.65,Exchange
RET01579,ORD033339,2022-01-19,Damaged packaging,Approved,120582.08,Exchange
RET01580,ORD015882,2023-09-02,Better price elsewhere,Rejected,14987.97,Refund
RET01581,ORD029804,2023-09-07,Better price elsewhere,Rejected,43151.41,Exchange
RET01582,ORD001223,2022-01-27,Damaged packaging,Rejected,790.21,Refund
RET01583,ORD025750,2023-10-08,Defective product,Approved,4676.96,Store Credit
RET01584,ORD003267,2023-12-15,Damaged packaging,Rejected,39168.55,Store Credit
RET01585,ORD044530,2023-04-01,Changed mind,Pending,25792.24,Store Credit
RET01586,ORD014824,2023-01-19,Wrong item delivered,Pending,2250.33,Store Credit
RET01587,ORD047200,2022-05-24,Better price elsewhere,Approved,6149.28,Exchange
RET01588,ORD018454,2023-05-07,Size not fitting,Approved,12669.85,Exchange
RET01589,ORD027031,2023-08-01,Better price elsewhere,Approved,8796.44,Exchange
RET01590,ORD029311,2023-05-13,Changed mind,Pending,8815.39,Store Credit
RET01591,ORD013186,2022-06-25,Defective product,Approved,12430.85,Exchange
RET01592,ORD036374,2023-11-24,Late delivery,Approved,19130.8,Store Credit
RET01593,ORD039891,2022-04-11,Defective product,Pending,34341.3,Exchange
RET01594,ORD000756,2022-10-11,Size not fitting,Pending,16156.11,Exchange
RET01595,ORD026178,2023-07-07,Late delivery,Approved,55612.04,Refund
RET01596,ORD038314,2022-07-07,Damaged packaging,Approved,68417.01,Store Credit
RET01597,ORD015481,2022-04-26,Damaged packaging,Pending,6133.37,Store Credit
RET01598,ORD004358,2024-01-19,Better price elsewhere,Approved,12387.9,Store Credit
RET01599,ORD025344,2023-08-11,Wrong item delivered,Approved,18856.12,Store Credit
RET01600,ORD019937,2023-01-25,Changed mind,Approved,3106.05,Exchange
RET01601,ORD004326,2022-08-26,Better price elsewhere,Rejected,71913.43,Exchange
RET01602,ORD014157,2022-08-27,Damaged packaging,Rejected,9562.29,Refund
RET01603,ORD008241,2023-03-07,Late delivery,Rejected,3887.77,Exchange
RET01604,ORD019957,2023-03-06,Wrong item delivered,Pending,9131.15,Exchange
RET01605,ORD000001,2023-01-22,Wrong item delivered,Approved,588.56,Exchange
RET01606,ORD020784,2022-08-20,Better price elsewhere,Approved,155298.42,Refund
RET01607,ORD036219,2024-01-26,Defective product,Pending,13726.24,Refund
RET01608,ORD048639,2023-01-05,Damaged packaging,Rejected,58163.76,Store Credit
RET01609,ORD047559,2022-11-29,Damaged packaging,Approved,34873.04,Refund
RET01610,ORD006541,2022-02-01,Defective product,Rejected,24028.46,Refund
RET01611,ORD027336,2023-05-26,Size not fitting,Rejected,4561.39,Store Credit
RET01612,ORD000766,2023-07-27,Better price elsewhere,Approved,175.51,Exchange
RET01613,ORD031677,2022-01-27,Damaged packaging,Approved,50046.53,Exchange
RET01614,ORD018249,2023-11-27,Better price elsewhere,Approved,7865.05,Exchange
RET01615,ORD007133,2022-04-07,Late delivery,Pending,11177.22,Store Credit
RET01616,ORD000084,2023-07-15,Damaged packaging,Approved,6605.75,Exchange
RET01617,ORD041083,2022-04-13,Size not fitting,Rejected,1028.42,Store Credit
RET01618,ORD046030,2023-04-18,Defective product,Approved,641.42,Refund
RET01619,ORD014822,2022-02-28,Better price elsewhere,Pending,10812.87,Store Credit
RET01620,ORD040769,2023-07-20,Late delivery,Approved,12101.86,Store Credit
RET01621,ORD005762,2023-08-19,Defective product,Approved,9224.28,Refund
RET01622,ORD018805,2022-11-22,Changed mind,Approved,1255.91,Exchange
RET01623,ORD042592,2022-12-10,Better price elsewhere,Approved,2747.26,Refund
RET01624,ORD014137,2023-01-05,Better price elsewhere,Pending,653.75,Store Credit
RET01625,ORD011102,2022-06-08,Size not fitting,Rejected,31247.09,Store Credit
RET01626,ORD016103,2023-01-11,Defective product,Pending,174.72,Refund
RET01627,ORD018369,2023-12-23,Wrong item delivered,Approved,20324.92,Exchange
RET01628,ORD018890,2022-10-01,Late delivery,Approved,10570.62,Store Credit
RET01629,ORD030248,2022-12-31,Better price elsewhere,Approved,45262.49,Store Credit
RET01630,ORD028347,2022-08-08,Better price elsewhere,Pending,4385.59,Refund
RET01631,ORD036758,2023-04-03,Defective product,Approved,11454.53,Exchange
RET01632,ORD006150,2023-06-20,Damaged packaging,Approved,44248.67,Refund
RET01633,ORD020664,2023-06-26,Late delivery,Pending,19899.06,Exchange
RET01634,ORD026234,2023-11-22,Defective product,Pending,6308.64,Store Credit
RET01635,ORD030178,2023-12-08,Defective product,Approved,11194.68,Store Credit
RET01636,ORD047547,2023-11-25,Changed mind,Approved,2458.95,Store Credit
RET01637,ORD028407,2023-10-17,Size not fitting,Rejected,14777.05,Store Credit
RET01638,ORD003472,2022-10-24,Damaged packaging,Approved,11551.77,Exchange
RET01639,ORD009769,2022-11-02,Late delivery,Pending,2765.33,Refund
RET01640,ORD029368,2023-10-30,Size not fitting,Approved,42753.98,Refund
RET01641,ORD045507,2023-01-17,Late delivery,Rejected,11552.14,Refund
RET01642,ORD047412,2022-05-07,Damaged packaging,Pending,49345.95,Store Credit
RET01643,ORD040069,2023-01-12,Better price elsewhere,Approved,17519.09,Store Credit
RET01644,ORD005648,2022-03-26,Changed mind,Approved,10405.28,Refund
RET01645,ORD008234,2022-09-24,Defective product,Approved,2459.49,Refund
RET01646,ORD047551,2023-03-12,Defective product,Rejected,4738.62,Store Credit
RET01647,ORD038400,2022-07-13,Better price elsewhere,Rejected,4747.33,Store Credit
RET01648,ORD008208,2023-07-31,Defective product,Approved,41911.08,Store Credit
RET01649,ORD047288,2023-04-05,Changed mind,Approved,2251.57,Refund
RET01650,ORD044786,2023-12-15,Defective product,Rejected,4156.09,Refund
RET01651,ORD031041,2023-12-15,Size not fitting,Rejected,62118.78,Store Credit
RET01652,ORD015785,2023-05-11,Size not fitting,Approved,63408.98,Exchange
RET01653,ORD004015,2023-03-28,Better price elsewhere,Approved,19159.94,Store Credit
RET01654,ORD043192,2023-01-13,Late delivery,Approved,5073.87,Store Credit
RET01655,ORD001362,2023-01-11,Defective product,Approved,23549.41,Exchange
RET01656,ORD027964,2023-08-20,Size not fitting,Pending,5923.27,Refund
RET01657,ORD026274,2022-02-10,Changed mind,Pending,71102.55,Store Credit
RET01658,ORD026421,2023-04-14,Damaged packaging,Rejected,5386.07,Exchange
RET01659,ORD005069,2023-08-05,Damaged packaging,Approved,4150.33,Refund
RET01660,ORD019650,2023-09-07,Better price elsewhere,Rejected,33449.4,Exchange
RET01661,ORD034573,2023-08-18,Changed mind,Approved,70857.35,Refund
RET01662,ORD041547,2022-06-27,Defective product,Approved,2377.94,Refund
RET01663,ORD020091,2023-05-16,Size not fitting,Rejected,11423.04,Store Credit
RET01664,ORD048561,2024-01-07,Changed mind,Approved,4648.35,Exchange
RET01665,ORD035588,2022-09-28,Late delivery,Approved,12437.52,Exchange
RET01666,ORD001913,2022-04-03,Better price elsewhere,Rejected,12147.7,Exchange
RET01667,ORD019772,2023-03-05,Late delivery,Rejected,8651.65,Refund
RET01668,ORD035284,2024-01-06,Size not fitting,Pending,277703.67,Store Credit
RET01669,ORD025515,2022-12-24,Better price elsewhere,Pending,28112.13,Store Credit
RET01670,ORD042901,2022-08-21,Late delivery,Pending,369.99,Refund
RET01671,ORD015620,2022-04-21,Size not fitting,Approved,2282.98,Store Credit
RET01672,ORD014066,2023-10-28,Changed mind,Approved,1904.07,Refund
RET01673,ORD025367,2022-07-11,Size not fitting,Approved,647.07,Exchange
RET01674,ORD012881,2022-09-23,Size not fitting,Pending,19101.48,Refund
RET01675,ORD045427,2023-06-17,Defective product,Pending,17259.81,Exchange
RET01676,ORD034138,2022-08-04,Defective product,Rejected,16594.86,Exchange
RET01677,ORD018849,2023-07-08,Size not fitting,Pending,2163.61,Store Credit
RET01678,ORD009507,2023-04-15,Better price elsewhere,Approved,38468.09,Refund
RET01679,ORD032752,2022-03-26,Damaged packaging,Rejected,11443.18,Store Credit
RET01680,ORD023136,2023-10-10,Defective product,Approved,6811.97,Exchange
RET01681,ORD041898,2023-04-27,Late delivery,Approved,363.49,Store Credit
RET01682,ORD024973,2023-11-21,Late delivery,Approved,20885.29,Exchange
RET01683,ORD025212,2022-08-12,Late delivery,Pending,6487.64,Refund
RET01684,ORD045281,2023-08-04,Changed mind,Approved,4729.15,Store Credit
RET01685,ORD013669,2023-09-30,Wrong item delivered,Rejected,3157.78,Refund
RET01686,ORD004834,2022-12-25,Damaged packaging,Pending,8706.32,Exchange
RET01687,ORD023847,2022-10-28,Damaged packaging,Approved,81574.07,Store Credit
RET01688,ORD008985,2022-06-26,Damaged packaging,Rejected,165.92,Exchange
RET01689,ORD006091,2023-04-03,Damaged packaging,Approved,7475.11,Refund
RET01690,ORD006573,2022-08-11,Changed mind,Approved,1601.48,Exchange
RET01691,ORD010403,2022-05-09,Damaged packaging,Pending,588.95,Refund
RET01692,ORD027275,2022-10-14,Better price elsewhere,Approved,10449.87,Exchange
RET01693,ORD014318,2023-05-11,Defective product,Pending,44822.93,Store Credit
RET01694,ORD024850,2023-03-14,Wrong item delivered,Approved,3700.31,Exchange
RET01695,ORD020445,2023-12-31,Wrong item delivered,Rejected,5881.97,Exchange
RET01696,ORD023759,2023-05-26,Better price elsewhere,Approved,4384.82,Exchange
RET01697,ORD045872,2023-08-30,Late delivery,Approved,3899.62,Store Credit
RET01698,ORD034603,2023-03-12,Changed mind,Approved,34032.19,Store Credit
RET01699,ORD022443,2022-12-02,Defective product,Approved,27767.01,Exchange
RET01700,ORD018998,2022-09-04,Changed mind,Rejected,4573.12,Refund
RET01701,ORD005021,2023-03-18,Defective product,Pending,20824.76,Store Credit
RET01702,ORD015766,2023-10-26,Wrong item delivered,Pending,153570.83,Store Credit
RET01703,ORD028265,2023-12-09,Late delivery,Pending,2773.58,Refund
RET01704,ORD017196,2023-09-17,Late delivery,Rejected,49728.27,Exchange
RET01705,ORD045432,2023-05-05,Defective product,Rejected,14909.28,Exchange
RET01706,ORD049075,2023-02-28,Size not fitting,Approved,362.8,Refund
RET01707,ORD034739,2023-04-05,Defective product,Approved,14230.53,Refund
RET01708,ORD045223,2022-08-16,Wrong item delivered,Approved,6491.01,Store Credit
RET01709,ORD048625,2023-09-26,Late delivery,Pending,3975.09,Refund
RET01710,ORD042743,2022-05-08,Late delivery,Pending,788.73,Store Credit
RET01711,ORD004454,2023-02-11,Late delivery,Approved,6215.39,Exchange
RET01712,ORD019367,2022-09-19,Defective product,Approved,11348.77,Store Credit
RET01713,ORD022615,2022-05-17,Changed mind,Approved,391.33,Exchange
RET01714,ORD038888,2022-04-16,Better price elsewhere,Approved,3924.32,Store Credit
RET01715,ORD020839,2022-01-08,Better price elsewhere,Pending,3402.02,Store Credit
RET01716,ORD001493,2023-07-25,Changed mind,Pending,226000.49,Refund
RET01717,ORD039641,2022-11-24,Damaged packaging,Approved,16384.55,Refund
RET01718,ORD032517,2023-03-22,Wrong item delivered,Rejected,151906.82,Store Credit
RET01719,ORD043198,2022-11-07,Wrong item delivered,Approved,20796.36,Exchange
RET01720,ORD011020,2022-08-11,Changed mind,Approved,239259.19,Exchange
RET01721,ORD015709,2022-05-14,Defective product,Approved,22220.16,Refund
RET01722,ORD012783,2023-07-09,Late delivery,Approved,2360.41,Exchange
RET01723,ORD003320,2023-12-17,Size not fitting,Pending,259555.56,Store Credit
RET01724,ORD039820,2022-09-12,Late delivery,Approved,5110.83,Exchange
RET01725,ORD043181,2023-05-04,Size not fitting,Approved,5528.85,Store Credit
RET01726,ORD027329,2023-06-10,Size not fitting,Approved,22097.38,Refund
RET01727,ORD022340,2023-02-19,Better price elsewhere,Rejected,17893.9,Exchange
RET01728,ORD007949,2023-04-20,Late delivery,Pending,48648.87,Store Credit
RET01729,ORD005087,2022-07-11,Damaged packaging,Pending,269602.27,Refund
RET01730,ORD034022,2022-07-27,Wrong item delivered,Rejected,14818.55,Refund
RET01731,ORD010485,2022-07-08,Size not fitting,Approved,13932.76,Exchange
RET01732,ORD009955,2023-02-05,Defective product,Approved,11445.33,Refund
RET01733,ORD015333,2022-08-30,Defective product,Approved,142368.91,Refund
RET01734,ORD000320,2022-03-30,Wrong item delivered,Rejected,33926.15,Exchange
RET01735,ORD019359,2023-01-25,Better price elsewhere,Rejected,13512.49,Store Credit
RET01736,ORD037522,2022-07-17,Size not fitting,Approved,140945.03,Refund
RET01737,ORD009037,2023-06-29,Size not fitting,Approved,9963.97,Store Credit
RET01738,ORD029407,2023-08-22,Defective product,Pending,3219.24,Refund
RET01739,ORD036429,2023-07-12,Damaged packaging,Approved,4952.96,Store Credit
RET01740,ORD008127,2024-01-21,Size not fitting,Rejected,3413.08,Store Credit
RET01741,ORD048632,2023-03-25,Defective product,Approved,1278.88,Exchange
RET01742,ORD033037,2023-04-19,Defective product,Pending,3616.91,Refund
RET01743,ORD010144,2023-06-16,Changed mind,Pending,7923.43,Store Credit
RET01744,ORD013413,2023-10-30,Defective product,Pending,783.55,Refund
RET01745,ORD011650,2023-10-25,Size not fitting,Rejected,4366.22,Store Credit
RET01746,ORD031117,2022-02-18,Late delivery,Approved,29202.63,Store Credit
RET01747,ORD021009,2022-06-22,Size not fitting,Approved,27151.9,Exchange
RET01748,ORD027066,2022-05-09,Wrong item delivered,Approved,16207.94,Store Credit
RET01749,ORD046825,2022-10-25,Better price elsewhere,Pending,7557.7,Refund
RET01750,ORD015965,2022-04-02,Better price elsewhere,Pending,3167.46,Exchange
RET01751,ORD048011,2022-04-21,Size not fitting,Approved,266.5,Exchange
RET01752,ORD045196,2022-10-30,Defective product,Rejected,10941.1,Refund
RET01753,ORD011623,2022-08-24,Damaged packaging,Approved,1924.5,Exchange
RET01754,ORD026304,2023-01-29,Damaged packaging,Rejected,4380.8,Refund
RET01755,ORD047895,2023-05-17,Size not fitting,Rejected,55787.0,Refund
RET01756,ORD013005,2022-02-01,Defective product,Approved,4301.4,Refund
RET01757,ORD038370,2023-09-23,Size not fitting,Pending,12481.94,Store Credit
RET01758,ORD000490,2023-09-16,Better price elsewhere,Approved,789.24,Store Credit
RET01759,ORD026172,2022-09-23,Damaged packaging,Approved,9027.46,Refund
